caption,Nama Tempat,Alamat,Jam Operasional,Kota,Akun Instagram,Jam Buka,Jam Tutup,Is 24H,Is Overnight,Kategori Tempat,Kategori Multilabel List,Kategori Multilabel
"Blusukan ke utara dan menemukan Allerta, coffee house di daerah Pakem Sleman.

Mengunjungi coffee shop di tengah pedesaan di daerah Pakem yang menjadi opsi bagi warga sekitar yang suka ngopi tanpa harus jauh-jauh turun atau buat temen-temen yang pengen ngopi dengan suasana beda dan tenang khas pedesaan.

Memang tempatnya agak jauh dari jalan utama tapi justru itu yang membuat berbeda, ngopi di sini berasa seperti kamu sedang main ke rumah temen, rumah yang langsung menghadap sawah, tempatnya bisa dibilang tidak terlalu luas namun cukup nyaman dengan kursi panjang vintage di area indoor dan beberapa kursi portable di area outdoor.

Kami terkesan dengan menu es kopi susu yang bisa dibilang sangat bersaing dan nggak kalah dengan brand2 coffee shop besar, sampai sekarang rasanya masih terngiang, unik, soft, creamy dan aromatik yang patut kalian coba. Tersedia juga online order yaa!

Allerta Coffee @allertacoffee
08:00 —— 23:00
Kaliwanglu Wetan, Harjobinangun, Pakem, Sleman Yogyakarta",Allerta Coffee,"Kaliwanglu Wetan, Harjobinangun, Pakem, Sleman Yogyakarta",08:00 - 23:00,Sleman,@allertacoffee,08:00,23:00,False,False,Menu Variatif,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"Tangan Kanan Coffee, coffee shop baru di Jalan Kranji.

Lama nggak lewat Jalan Kranji sekalinya lewat udah ada beberapa coffee shop baru yang menarik buat didatengin, pilihan kami tertuju di Tangan Kanan Coffee dengan halaman depan yang luas dan rimbun pohon bambu.

Selain halaman depan yang luas untuk parkir ternyata Tangan Kanan juga punya outdoor area samping dan belakang yang nggak kalah luas, terdapat beberapa tempat duduk bersandar dengan meja ergonomis yang bikin tetep nyaman, selain itu ada pohon-pohon bambu yang nambah suasana makin nenangin. Untuk area indoor AC depan bar kami suka duduk di kursi hitam yang bisa muter 190 derajat. Area indoor ini juga semua tempat duduk dan mejanya ergonomis jadi cocok buat kamu yang mau nugas. Bisa dibilang Tangan Kanan ini coffee shop friendly yang nawarin paket lengkap nongkrong bisa nugas bisa, indoor nyaman outdoor nyaman.

Selain dari tempatnya kami suka menu Tea Mocktail yang tehnya bener-bener kerasa dipadukan dengan beberapa bahan yang bikin seger, menu selanjutnya kami nyobain Matcha Berry yaitu matcha versi yang nggak ngebosenin, ditambah berry jam yang bikin rasanya makin unik dan nggak ketinggalan kami juga nyobail Coffee Mocktailnya. Buat nemenin minum kami pesen mix plater. Tempat yang patut kalian coba.

Tangan Kanan Coffee @tangankanancoffee
14:00 ——— 23:00
Jalan Kranji no. 235, Sariharjo, Sleman

Parkir luas, wifi, mushola, menu slide terakhir ✅",Tangan Kanan Coffee,"Jalan Kranji no. 235, Sariharjo, Sleman",14:00 - 23:00,Sleman,@tangankanancoffee,14:00,23:00,False,False,WFC Nyaman,"['Ngopi Santai', 'WFC Nyaman']","Ngopi Santai, WFC Nyaman"
"Kopi Rite, tenang dan nyaman yang tersembunyi.

Kemarin nyari coffee shop yang tenang karna lagi pengen “blusukan” ke tempat yang belum kami datengin, berkat saran dari teman akhirnya kami datang ke Kopi Rite, coffee shop di tengah-tengah perumahan di sekitaran Kusuma Negara.

Lokasinya yang masuk di perumahan membuat tempat ini tenang, cocok banget buat kamu yang mau nugas atau simply pengen nyari suasana tenang  aja, tempatnya pas dan ngasih kalian pilihan mau di indoor ac maupun semi outdoor atau teras depan, ada kolam kecil yang sesekali ngasih suara gemercik yang bikin suasana tambah nyaman, suasana khas dalem perumahan juga kami jumpai saat itu yaitu interaksi warga dan beberapa penjual gerobakan yang lewat.

Kami terkesan dengan menu yang kami coba, semuanya kami suka karena rasanya yang balance. Kemarin kami nyobain menu signaturenya yaitu Lychee Land semacam coffee mocktail yang seger, Kopi Pletok masih varian coffee mocktail dengan rootbeer yang ngasih rasa unik. Makanannya kami nyobain rice bowl teriyaki dan sambal matah. Bisa banget jadi referensi minggu ini mumpung masih ada tanggal merah besok tanggal 3

Kopi Rite @kopirite.co 
09:00 ——— 23:00
Jl. Celeban No.374, Tahunan, Umbulharjo, Kota Yogyakarta

Error lagi guys ignya maaf fotonya kedobel 3 ✅",Kopi Rite,"Jl. Celeban No.374, Tahunan, Umbulharjo, Kota Yogyakarta",09:00 - 23:00,Yogyakarta,@kopirite.co,09:00,23:00,False,False,Area Lengkap,"['Area Lengkap', 'WFC Nyaman']","Area Lengkap, WFC Nyaman"
"Menghabiskan sore di Hidup Kopi

Brand new coffee shop di jalan stadion Maguwo ini memang udah nyita perhatian sejak awal pembangunan, dari awal kami pun berpikir “wah calon coffee shop baru nih” dan benar saja setelah beberapa waktu lewat eh udah jadi aja coffee shop baru, mampirlah kami.

Hidup kopi ini lokasinya cukup strategis, terletak persis di pinggir jalan stadion yang bisa dikatakan belum banyak coffee shop sejenis di sepanjang jalan ini sehingga siapapun yang lewat pasti setidaknya noleh dan kalau dia suka kopi pasti terbesit pengen mampir seperti yang kami lakukan. Sore adalah waktu yang kami pilih untuk datang karena suasananya yang tenang dan enak aja buat ngabisin waktu sore setelah seharian beraktivitas, walaupun di pinggir jalan persis masih ada view sepetak sawah tepat di belakang coffee shop ini, selain itu jalan stadion terbilang cukup kondusif sehingga buat kalian yang mau nugas pun nggak ada masalah. Areanya terbagi menjadi 3 area yaitu indoor AC, semi outdoor samping dan full outdoor samping. Buat nyore enak di full outdoor samping sambil liat jalan.

Menunya kemarin semuanya aman buat kami, kami suka menu signaturenya yaitu semacam coffee mocktail yang seger dan balance, tidak terlalu strong dan tidak terlalu asam, ada potongan buah stroberi yang bikin tambah seger, selain itu juga ada stroberi latte yang ternyata mereka membuat sendiri selai stroberinya, selain itu ada juga paket bundling cappuccino dengan donat kalis yang bisa jadi pilihan. Well sepertinya daerah Maguwoharjo mulai banyak coffee shop bermunculan yaa.

Hidup Kopi @hidupkopi
08:00 ——— 24:00
Jalan Stadion, Maguwoharjo, Sleman, DIY",Hidup Kopi,"Jalan Stadion, Maguwoharjo, Sleman, DIY",08:00 - 24:00,Sleman,@hidupkopi,08:00,23:59,False,False,Menu Variatif,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"La Seeba Coffee, ngopi dengan suasana rumahan yang bikin betah.

Siapa sangka di jalan pandega marta atau masih di kawasan Jakal ada coffee shop rumahan cozy dan punya space outdoor yang super luas.

Sore itu kami memutuskan untuk singgah setelah sekian lama penasaran dengan tempat ini, letaknya persis di pinggir jalan namun agak “tersembunyi” karena berada di belakang pagar. La Seeba memang menempati rumah lama bergaya klasik dengan beberapa ornamen khasnya, kami suka aksen lengkung yang dipakai untuk pintu dan jendelanya, terdapat jam pendulum besar hingga grand piano di tempat ini yang bisa kalian mainkan kalau memang bisa. Layaknya rumah pada umumnya ruangan di La Seeba terbagi menjadi beberapa area yaitu pertama area AC depan bar yang juga terdapat sofa, area tengah dan area outdoor halaman belakang yang super luas.

Untuk menunya beragam dan banyak, menu beratnya nggak cuma itu-itu aja bahkan ada aussie rib eye steak. Kemarin kami nyobain beberapa menu signature mereka, untuk minumannya kami suka dengan es kopi susu dan mocktail seriesnya yang seger lalu makanannya karena penasaran akhirnya kami nyoba mie aceh yang kaya akan rempah, kami juga suka spaghetti sambal matahnya yang unik. Buat yang nyari tempat ngopi sekaligus makan berat dengan banyak pilihan bisa jadi opsi yaa!

La Seeba Coffee & Eatery @laseebacoffee 
09:00 —— 24:00
Jl. Pandega Marta No.A1, Manggung, Sinduadi, Kabupaten Sleman, Daerah Istimewa Yogyakarta",La Seeba Coffee & Eatery,"Jl. Pandega Marta No.A1, Manggung, Sinduadi, Kabupaten Sleman, Daerah Istimewa Yogyakarta",09:00 - 24:00,Sleman,@laseebacoffee,09:00,23:59,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Menjajal Moenu, coffee shop baru di Jalan Candi Gebang.

Sekarang ini pertumbuhan coffee shop di Yogyakarta makin tersebar merata di banyak lokasi, yang tadinya belum ada sekarang sudah ada yang tentunya memberikan referensi atau pilihan ngopi dan aktivitas turunan lainnya seperti yang baru saja kami coba di Jalan Candi Gebang ini.

MO.É.NU diambil dari bahasa daerah Sulawesi yang berarti minum. Tempat ini bisa jadi pilihan buat kamu yang tinggal di bilangan Candi Gebang, coffee shop dengan tema warna putih biru yang dipadukan dengan beberapa unsur seni yaitu lukisan membuat tempat ini memiliki karakter yang kuat. Tempatnya tidak terlalu luas namun cukup lega karena penataan meja kursinya yang cukup dan tidak terlalu dekat antar meja sehingga masih menyisakan ruang yang nyaman. Kami suka sekali dengan detail tempat duduk panjang yang berada di depan bar yang didesain supaya memberikan ruang kaki yang biasanya sedikit menekuk ke dalam bukan tegak lurus sehingga nyaman untuk duduk. Oh iya kamu juga bisa duduk santai di area luar dengan gemercik suara aliran parit kecil yang cukup deras. 

Untuk menunya jujur kami terkesan dengan semua yang kami coba saat itu, kami mencoba signature menunya Keurea yaitu es kopi susu dengan secret sirup yang soft, creamy dengan perpaduan kopi yang pas sehingga nyaman saat diminum tidak terlalu strong. Begitupun dengan coffee mocktail seriesnya Sanamate yang seger dan juga Matcha yang kami coba, semuanya masih terasa seperti diawal meskipun esnya sudah mencair. Bakalan balik lagi terutama buat es kopi susunya 👌🏼

Moenu Coffee @moenucoffee
10:00 ——— 24:00
Jalan Candi Gebang no 1-8, Jetis, Sleman, DIY",Moenu Coffee,"Jalan Candi Gebang no 1-8, Jetis, Sleman, DIY",10:00 - 24:00,Sleman,@moenucoffee,10:00,23:59,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"Satuju Coffee, coffee shop baru di Wahid Hasyim.

Dibikin penasaran pas nggak sengaja lewat akhirnya kami datang di tempat yang ternyata coffee shop baru di jalan Wahid Hasyim.

Tempatnya terbagi menjadi beberapa bagian yaitu lantai 1 semi indoor depan dan samping, lantai 2 indoor dan beberapa kursi di teras lantai 2. Kami suka duduk di teras lantai 2 dengan semilir hembusan angin dan pemandangan dari atas. Buat kamu yang mau nugas bisa pilih lantai 2 indoor yang lebih tenang atau lantai 1 bagian samping dengan meja kursi yang ergonomis, sedangkan buat yang pengen nongkrong bisa di area semi indoor depan bar. Waktu terbaik untuk datang kesini adalah sore hari saat matahari sudah tidak terik.

Untuk menu minumannya bisa dibilang banyak dan beragam, selain es kopi susu dan kopi basic kamu bisa cobain menu tea mixo, mocktail hingga coffee beer mereka yang jarang ada di tempat lain. Buat kamu yang suka explorasi rasa bisa banget cobain kesini, jangan sungkan buat nanya ke baristanya karena kalian bakalan dijelasin dengan detail. Kemarin kami nyobain mocktail lemon, tea mixo strawberry yang semuanya seger dan ice coffee satuju. Snacknya kami nyobain mix plater dan croffle.

Satuju Coffee @satuju.coffee
10:00 ——— 02:00
Jalan Wahid Hasyim Condongcatur, Sleman, DIY",Satuju Coffee,"Jalan Wahid Hasyim Condongcatur, Sleman, DIY",10:00 - 02:00,Sleman,@satuju.coffee,10:00,02:00,False,True,WFC Nyaman,['WFC Nyaman'],WFC Nyaman
"Daily Favor, industrial modern minimalis coffee shop di Jalan Watugede.

Coffee shop dengan konsep industrial memang sudah cukup banyak di Jogja, namun kami menemukan perbedaan yang signifikan saat kami mengunjungi Daily Favor, tempat ini terlihat sangat eye-pleasing.

Mengambil konsep warna monokrom grey menghadirkan ambiance yang calm sehingga pandangan terasa nyaman karena tidak terlalu terang. Tempat dan desain bangunannya bisa dibilang sangat ideal untuk sebuah coffee shop, ideal yang kami maksud adalah porsi setiap area yang pas. Mulai dari halaman depan dan samping untuk parkir mobil dan motor yang cukup, area indoor AC dengan bar mengotak di tengah yang dikelilingi beberapa set meja kursi, hingga area belakang indoor maupun semi outdoor yang keduanya memiliki porsi tempat yang hampir sama. Tidak ada yang kurang tidak ada yang lebih semuanya pas menurut kami. Kami suka dengan aksen besi perforated yang diaplikasikan di beberapa sisi tembok pada area indoor dan semua meja kursi yang menggunakan stainless steal sehingga nuansa industrial modern juga minimalis sangat terasa.

Kami mencoba salah satu menu minuman signature mereka yaitu Summer Time, coffee mocktail yang menyegarkan dan sangat nyaman untuk diminum fruity dan tidak terlalu strong. Untuk makanannya kami nyobain Baked Rice Gyudon  dengan porsi yang pas dan tasty, highly recomended menurut kami. Selain itu masih banyak lagi pilihan menu minuman dan makanan yang semuanya disajikan dengan proper yang bisa kalian coba.

Daily Favor @dailyfavor_
08:00 ——— 22:00
Jl. Watugede No.69, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta

Parkir luas, wifi, mushola, menu slide terakhir ✅",Daily Favor,"Jl. Watugede No.69, Wonorejo, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta",08:00 - 22:00,Sleman,@dailyfavor_,08:00,22:00,False,False,Menu Variatif,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
"Menemukan Anthropologie, coffee shop etnik di Wahid Hasyim yang kalian harus tau.

Kesan pertama saat masuk ke tempat ini adalah “gil* keren bgt!”, berasa masuk galeri tua yang berisikan pernak-pernik vintage klasik dengan furniture kayu solid dan dekorasi lampu yang membuat tempat ini hangat dan berbeda dari yang lain. Selain itu servisnya sangat baik dengan penyajian makanan yang proper sekaligus unik. Suasanya cocok buat kalian yang pengen nyari ketenangan.

Tempatnya dari luar mungkin terlihat biasa namun setelah masuk kami dibuat kagum dengan penataan dan konsep yang dihadirkan. Terdiri dari 3 area yaitu area indoor lantai 1, indoor lantai 2 (ada teras yang menghadap langsung ke jalan) dan area taman belakang outdoor dengan tumbuhan hijaunya yang memberikan suasana yang asri. Sesuai nama dan tagline mereka yaitu “let’s make the culture alive” sepertinya Anthropologie ingin menghadirkan nuansa etnik dan budaya yang saat ini sudah jarang diterapkan untuk sebuah coffee shop atau kafe. Meja dan kursinya nyaman buat kalian yang mau nugas maupun nongkrong. Colokan banyak dengan lampu temaram sehingga nyaman dimata. Terdapat beberapa meja panjang dengan banyak kursi yang bisa kalian pilih jika datang bersama teman-teman atau keluarga. Area taman terdapat lesehan buat yang pengen nyantai sambil menikmati tumbuhan hijau dan angin sepoi.

Menunya lengkap dan beragam mulai dari minuman, snack hingga makanan berat. Ada beberapa bundling menu yang bisa kalian pilih sesuai keinginan. Kemarin kami memesan Nasi Ayam Pedas dan semacam nasi campur dengan packaging besek yang memang senada dengan konsepnya. Mereka juga menyediakan jamu buat kalian yang pengen minum jamu di kafe. Kemarin kami mencoba kunir asem, es kopi susu dan semacam mojito yang menyegarkan. Dengan tempat seperti ini harga menunya semua terjangkau. Jadi nggak perlu khawatir kalian bisa tetep hemat meskipun jajan minum + makan sekaligus.

Anthropologie (@warunganthropologie)
10:00 ——— 22:00
Jl. Wahid Hasyim No. 44, Condong Catur, Sleman Yogyakarta

Mushola, wifi, parkir luas, menu slide terakhir ✅",Anthropologie,"Jl. Wahid Hasyim No. 44, Condong Catur, Sleman Yogyakarta",10:00 - 22:00,Sleman,@warunganthropologie,10:00,22:00,False,False,Menu Variatif,['Menu Variatif'],Menu Variatif
"JRNY Coffee & Records Demangan yang semakin ideal dengan space indoornya yang baru.

Mengikuti JRNY Coffee and Records dari masih di lantai bawah yang semuanya serba hitam, lanjut rooftopnya lantai 3 yang estetik hingga sekarang yang paling baru lantai 2 indoor AC yang luas dan nyaman semakin melengkapi JRNY menjadi coffee shop yang ideal. Ideal dalam hal ini adalah coffee shop ini bisa jadi tempat kamu hangout di lantai 3 rooftopnya (ada record store juga), nugas/kerja di lantai 2 indoor dan takeaway di lantai 1 JRNY Burger. 

Kami melihat JRNY sangat concern dengan perkembangan industri coffee shop yang sedang terjadi sehingga mereka selalu all out untuk menghadirkan inovasi-inovasi yang konsumen butuhkan seperti penambahan space indoor AC dengan konsep yang fresh ini. Lantai 2 indoor ini memberikan alternatif space buat siapapun yang ingin fokus nugas, kerja, meeting, ngadain event seperti pameran yang saat ini juga sedang berlangsung hingga talkshow atau event apapun yang bisa dilaksanakan di tempat ini. Sejak awal JRNY memang sangat welcome dengan kawula muda kreatif di Jogja yang ingin mengekspresikan apapun karya kreatifnya.

Untuk menunya sangat worth the price dan worth the place, kami suka yoghurt seriesnya yang nyegerin. Selain itu banyak menu bundling yang bisa kalian pilih dengan harga yang terjangkau seperti kemarin kami mencoba Popscene (hotdog + strawberry yoghurt), Let Me Kiss You (beef burger + french fries) dan Es kopi susu + Chicken Burger. Untuk menu detailnya cek slide terakhir ya!

Oh iya JRNY juga sering ngadain gigs dan event seputar musik dan dunia kreatif lainnya, cek terus ignya ya.
Nggak ketinggalan juga ada HAPPY HOURS 15K Basic Coffee JAM 08-12.

JRNY Coffee & Records Demangan (@jrnycoffeeandrecords)
08:00 ——— 23:00
Jl. Komp. Colombo No.37, Mrican, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta

Parkir luas, mushola, wifi, menu slide terakhir ✅",JRNY Coffee & Records Demangan,"Jl. Komp. Colombo No.37, Mrican, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta",08:00 - 23:00,Yogyakarta,@jrnycoffeeandrecords,08:00,23:00,False,False,Area Lengkap,"['Menu Variatif', 'Area Lengkap', 'WFC Nyaman']","Menu Variatif, Area Lengkap, WFC Nyaman"
"Menemukan Balekopi, kopi dan galeri retro klasik di Seturan.

Tidak sengaja kami menemukan coffee shop unik ini dan langsung mampir, entah kenapa konsepnya yang berbeda dengan pajangan beberapa barang antik membuat kami penasaran dan memutuskan untuk singgah.

Tempatnya tidak terlalu luas yang terdiri dari area indoor AC depan bar yang hanya ada 2 set meja kursi, kursi yang lebih banyak terdapat di area teras atau semi indoor lantai 1 maupun lantai 2, selain itu Balekopi ini memiliki area lantai 2 outdoor yang asik, semacam jembatan yang menghubungkan ke bangunan sebelahnya, kebetulan Balekopi ini ada di bagian depan suatu penginapan. Hampir di semua area coffee shop ini dipenuhi dengan koleksi barang-barang unik dan antik, mulai dari motor klasik hingga pernak-pernik yang jarang kalian lihat dan temui. Bahkan ada kulit ular asli di lantai 2 yang bisa kamu beli jika berminat 🐍.

Untuk menunya kami suka Stawberry Affogato atau es kopi susu yang dikasih es krim dan potongan wafer warna pink, unik dan soft, cocok buat kamu yang nggak begitu suka kopi pekat, lainnya ada Matcha Delight dan Chocorange. Kami juga nyobain mix platter dan singkong goreng untuk snacknya. Oh iya tempatnya cukup kondusif karena tidak berada langsung di pinggir jalan, jadi bisa buat yang pengen nyantai cari suasana baru.

Bale Kopi (@bale.kopi)
16:00 ——— 23:00
Jalan Sepakbola No 46 Seturan Yogyakarta",Bale Kopi,Jalan Sepakbola No 46 Seturan Yogyakarta,16:00 - 23:00,Yogyakarta,@bale.kopi,16:00,23:00,False,False,Menu Variatif,"['Menu Variatif', 'WFC Nyaman']","Menu Variatif, WFC Nyaman"
